0,0.0,0,0.0,0.5,0.0,0,-6.130055681145428e-06
0,0.0,0,0.0,0.5,0.0,0,-4.9058090550539035e-06
0,-4.258533336191562e-05,0,-2.9824693893558983e-06,0.5,-0.00029020830479703497,0,-3.926176736608663e-06
0,-3.399144476528008e-05,0,-2.3870206041785494e-06,0.5,-0.00023186922528811715,0,-3.1427659101229587e-06
0,-2.7125508495420082e-05,0,-1.910822199915292e-06,0.5,-0.00018522025568845635,0,-2.516294157197748e-06
0,-2.1639401412986066e-05,0,-1.5299928066535292e-06,0.5,-0.00014791458073232233,0,-2.015335352527442e-06
0,-1.725509661336458e-05,0,-1.2254333378665709e-06,0.5,-0.00011807643876954321,0,-1.6147554329977822e-06
0,-1.3750584900455964e-05,0,-9.818694076845635e-07,0.5,-9.420664323911421e-05,0,-1.2944529757114935e-06
0,-1.0948591593268608e-05,0,-7.870856533067742e-07,0.5,-7.51069816784522e-05,0,-1.0383517816646904e-06
0,-8.707560711110412e-06,0,-6.313128773907293e-07,0.5,-5.981979676605853e-05,0,-8.335947852512719e-07
0,-6.9144596547686375e-06,0,-5.067383782180797e-07,0.5,-4.757969106622406e-05,0,-6.698996211378639e-07
0,-5.4790325455403115e-06,0,-4.0711413913694133e-07,0.5,-3.7774927078015885e-05,0,-5.390431053105619e-07
0,-4.329208805539241e-06,0,-3.274432823253385e-07,0.5,-2.991658265144581e-05,0,-4.344486398822066e-07
0,-3.4074413050858836e-06,0,-2.6372982876053575e-07,0.5,-2.3613890870466392e-05,0,-3.508569199417721e-07
0,-2.667777631764134e-06,0,-2.1277788866611247e-07,0.5,-1.855453728161205e-05,0,-2.8406164053180766e-07
0,-2.0735263665320217e-06,0,-1.7203174511126695e-07,0.5,-1.448890578487072e-05,0,-2.3069906117142756e-07
0,-1.5953887146477752e-06,0,-1.3944749103053564e-07,0.5,-1.121749566013186e-05,0,-1.8807902500660112e-07
0,-1.2099693316291154e-06,0,-1.1339048931024685e-07,0.5,-8.580858461282315e-06,0,-1.5405007440490714e-07
0,-8.985887342331801e-07,0,-9.255356752789366e-08,0.5,-6.451554601660803e-06,0,-1.268917271407869e-07
0,-6.463299526787344e-07,0,-7.589125203928292e-08,0.5,-4.727731747755648e-06,0,-1.0522795622017461e-07
0,-4.412823730183135e-07,0,-6.256748851422984e-08,0.5,-3.327985548251533e-06,0,-8.79583593346754e-08
0,-2.7393636279179916e-07,0,-5.1913738134289345e-08,0.5,-2.187252393093253e-06,0,-7.420298612181769e-08
0,-1.3669715649925901e-07,0,-4.3395145526106665e-08,0.5,-1.253533415956909e-06,0,-6.325791047998513e-08
0,-2.350171655842075e-08,0,-3.658423703947955e-08,0.5,-4.85267576122439e-07,0,-5.456045428584339e-08
0,7.049257281112112e-08,0,-3.1138888136175246e-08,0.5,1.5076073167641368e-07,0,-4.766035482030161e-08
0,1.4915094717918077e-07,0,-2.6785693823270094e-08,0.5,6.811011629692665e-07,0,-4.219772890026656e-08
0,2.1556069031821643e-07,0,-2.3305924787751976e-08,0.5,1.126971106713004e-06,0,-3.788469325616797e-08
0,2.721873524665757e-07,0,-2.0524612273440535e-08,0.5,1.5053281732235746e-06,0,-3.449096880701483e-08
0,3.2099811986971255e-07,0,-1.8301939908147636e-08,0.5,1.8297278581158594e-06,0,-3.1832502213430966e-08
0,3.635653582436163e-07,0,-1.652595061993709e-08,0.5,2.111001928817302e-06,0,-2.9761983112959166e-08
0,4.011438216162358e-07,0,-1.5107284158704674e-08,0.5,2.35780769908267e-06,0,-2.816172770559364e-08
0,4.3473521861834464e-07,0,-1.3974279998328288e-08,0.5,2.5770664158208945e-06,0,-2.6937499470510188e-08
0,4.651399440086139e-07,0,-1.3069768859276705e-08,0.5,2.774307561459466e-06,0,-2.601399324973407e-08
0,4.929964831780811e-07,0,-1.2348045995022881e-08,0.5,2.9539518997534486e-06,0,-2.5331061445992374e-08
0,5.188156927802708e-07,0,-1.1772383340540644e-08,0.5,3.1195311556153626e-06,0,-2.484039484022548e-08
0,5.430038626429343e-07,0,-1.1313674048754978e-08,0.5,3.2738705718626804e-06,0,-2.4503628492577842e-08
0,5.658868844301508e-07,0,-1.0948363048214988e-08,0.5,3.419225887146826e-06,0,-2.4289810062156376e-08
0,5.877246379448859e-07,0,-1.0657814021212592e-08,0.5,3.5574000661897642e-06,0,-2.4174399743214508e-08
0,6.087236210921305e-07,0,-1.0427071034141527e-08,0.5,3.689836255982293e-06,0,-2.413768467319192e-08
0,6.290501744041746e-07,0,-1.0244095108965703e-08,0.5,3.817685652329761e-06,0,-2.416385280267973e-08
0,6.488363123917608e-07,0,-1.0099374425335924e-08,0.5,3.9418684538716775e-06,0,-2.4240379274680485e-08
0,6.68187452169797e-07,0,-9.985211332662043e-09,0.5,4.06312211514992e-06,0,-2.435710837893134e-08
0,6.871877067416594e-07,0,-9.895529649694318e-09,0.5,4.182034075983498e-06,0,-2.450605566677966e-08
0,7.05905146531402e-07,0,-9.825379528557978e-09,0.5,4.299073660951613e-06,0,-2.468071896582719e-08
0,7.243926083384643e-07,0,-9.770843863671746e-09,0.5,4.414618220982547e-06,0,-2.4875943173927385e-08
0,7.426933473407974e-07,0,-9.728881188398219e-09,0.5,4.5289669986514625e-06,0,-2.5087694760238905e-08
0,7.60841790674538e-07,0,-9.696848273828403e-09,0.5,4.642360443285476e-06,0,-2.5312527330355252e-08
0,7.788652277033766e-07,0,-9.672885709872865e-09,0.5,4.7549894896525835e-06,0,-2.5547972100661994e-08
